Unnamed: 0,location,date,ACER,ALNUS,AMBROSIA,ARTEMISIA,BETULA,CANNABACEAE,CARPINUS,CELTIS,CHENOP/AMAR.,CORYLUS,CUPRESS/TAXA.,FAGUS,FRAXINUS,JUGLANS,MORACEAE,PINACEAE,PLANTAGO,PLATANUS,POACEAE,POPULUS,QUERCUS,RUMEX,SALIX,TILIA,ULMACEAE,URTICACEAE,tavg,wdir,wspd,pres
17372,НИШ,2018-03-24,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6.968888888888889,200.16666666666666,10.333333333333334,1016.7777777777778
17373,НИШ,2018-03-25,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.885,249.92307692307693,10.628125,1021.8586206896553
17374,НИШ,2018-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.330232558139534,186.6,9.719999999999999,1021.3235294117648
17375,НИШ,2018-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17837837837838,160.69565217391303,9.382142857142856,1021.232
17376,НИШ,2018-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9275,183.8,6.819354838709677,1019.1833333333333
17377,НИШ,2018-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.946341463414635,189.40740740740742,8.23030303030303,1021.05
17378,НИШ,2018-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.055555555555555,202.5,9.76153846153846,1018.3314285714285
17379,НИШ,2018-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.860975609756096,165.33333333333334,12.878787878787879,1014.684375
17380,НИШ,2018-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.18,169.33333333333334,11.010526315789475,1010.8971428571429
17381,НИШ,2018-04-02,0,0,0,0,21,0,18,0,0,8,3,0,5,0,0,0,0,0,0,23,23,0,3,0,20,0,11.345454545454546,213.59375,11.831578947368422,1013.4055555555556
17382,НИШ,2018-04-03,0,0,0,0,554,0,46,0,0,8,13,0,8,0,0,0,0,0,0,5,23,0,5,0,23,0,10.747727272727273,203.42424242424244,12.168421052631578,1015.037142857143
17383,НИШ,2018-04-04,0,0,0,0,1801,0,51,0,0,0,73,0,16,0,0,0,0,0,0,16,21,0,5,0,0,0,11.424999999999999,197.8235294117647,11.302564102564103,1016.6028571428571
17384,НИШ,2018-04-05,0,0,0,0,780,0,62,0,0,0,16,0,5,0,0,0,0,0,0,5,13,0,0,0,0,0,12.744444444444444,174.77142857142857,10.9525,1014.5552631578947
17385,НИШ,2018-04-06,0,0,0,0,145,0,5,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,12.03111111111111,170.05714285714285,12.823076923076924,1014.2051282051282
17386,НИШ,2018-04-07,0,0,0,0,790,0,80,0,0,0,3,0,16,0,0,0,0,0,8,8,21,0,0,0,3,0,10.995454545454546,195.46875,10.924324324324324,1013.7594594594594
17387,НИШ,2018-04-08,0,0,0,0,2610,0,189,0,0,0,75,0,31,0,0,0,0,0,26,21,8,0,18,0,3,0,12.304651162790698,157.6764705882353,10.086486486486486,1016.1222222222223
17388,НИШ,2018-04-09,0,0,0,0,220,0,150,0,0,0,143,0,17,11,0,0,0,0,10,4,2,0,28,0,0,0,13.188888888888888,211.45454545454547,10.428205128205128,1015.1052631578947
17389,НИШ,2018-04-10,0,0,0,0,249,0,145,0,0,0,140,0,18,16,0,0,0,0,18,8,5,0,31,0,0,0,12.815555555555557,217.6764705882353,10.497435897435897,1014.6026315789474
17390,НИШ,2018-04-11,0,0,0,0,158,0,199,0,0,0,233,0,39,16,0,0,0,72,16,10,8,0,38,0,0,0,12.65227272727273,208.625,9.860526315789473,1016.7894736842105
17391,НИШ,2018-04-12,0,0,0,0,111,0,360,0,0,0,80,0,13,13,0,0,0,254,3,10,6,0,31,0,0,0,13.4,139.90322580645162,9.15,1016.9461538461538
17392,НИШ,2018-04-13,0,0,0,0,51,0,373,0,0,0,98,0,6,21,0,0,0,461,16,13,13,0,36,0,0,0,13.644444444444444,202.78787878787878,9.384615384615385,1015.3307692307693
17393,НИШ,2018-04-14,0,0,0,0,45,0,184,0,0,0,64,0,9,32,19,0,0,411,23,3,39,0,37,0,0,0,11.608888888888888,211.25806451612902,9.594736842105263,1016.5421052631579
17394,НИШ,2018-04-15,0,0,0,0,55,0,262,0,0,0,84,0,6,23,26,0,0,330,6,9,16,0,16,0,0,0,12.086363636363636,216.17142857142858,10.392307692307693,1018.7666666666667
17395,НИШ,2018-04-16,0,0,0,0,13,0,23,0,0,0,7,0,33,0,18,0,0,44,5,5,0,0,15,0,0,0,12.168888888888889,214.08823529411765,11.082051282051282,1018.6131578947369
17396,НИШ,2018-04-17,0,0,0,0,3,0,23,0,0,0,7,0,16,10,73,0,0,60,13,0,5,0,18,0,0,0,11.313333333333334,174.88235294117646,9.245000000000001,1017.5775
17397,НИШ,2018-04-18,0,0,0,0,16,0,3,0,0,0,5,0,7,5,204,0,0,49,23,1,5,0,13,0,0,0,12.422222222222222,172.1818181818182,8.407894736842104,1018.0555555555555
17398,НИШ,2018-04-19,0,0,0,0,13,0,18,0,0,0,0,0,8,23,305,0,0,145,33,1,16,0,7,0,0,0,12.195555555555554,231.24242424242425,9.0,1017.5358974358975
17399,НИШ,2018-04-20,0,0,0,0,26,0,29,0,0,0,6,0,3,13,178,0,0,8,19,0,6,0,9,0,0,0,10.767441860465116,215.54545454545453,10.035135135135135,1018.3542857142858
17400,НИШ,2018-04-21,0,0,0,0,31,0,23,0,0,0,3,0,5,28,132,0,0,194,34,3,13,0,16,0,0,0,11.042222222222222,174.53125,8.692307692307692,1019.8153846153847
17401,НИШ,2018-04-22,0,0,0,0,16,0,12,0,0,0,0,0,3,26,140,0,0,210,35,0,48,0,7,0,0,0,13.760000000000002,153.0909090909091,10.0925,1016.115
17402,НИШ,2018-04-23,0,0,0,0,5,0,10,0,0,0,10,31,5,20,93,0,0,124,10,7,26,0,16,0,0,5,13.575555555555555,175.38235294117646,11.33,1015.9378378378377
17403,НИШ,2018-04-24,0,0,0,0,60,0,18,0,0,0,31,60,122,41,205,18,0,54,31,5,104,0,303,0,0,5,13.970454545454546,195.21875,9.771052631578948,1014.7763157894736
17404,НИШ,2018-04-25,0,0,0,0,90,0,28,0,0,0,13,51,26,16,54,16,0,165,7,28,7,3,41,0,0,10,15.257777777777779,197.0857142857143,9.902564102564103,1013.2102564102563
17405,НИШ,2018-04-26,0,0,0,0,168,0,13,0,0,0,112,20,77,26,67,70,0,176,10,20,57,5,70,0,0,10,15.702222222222222,202.68571428571428,9.6,1013.7184210526317
17406,НИШ,2018-04-27,0,0,0,0,41,0,21,0,0,0,26,18,38,3,47,41,0,10,13,8,39,0,48,0,0,4,15.122222222222222,217.45454545454547,9.14102564102564,1014.1947368421053
17407,НИШ,2018-04-28,0,0,0,0,28,0,10,0,0,0,54,28,75,10,49,75,0,270,25,31,49,10,41,0,0,0,15.011363636363637,193.44117647058823,11.42051282051282,1014.6305555555555
17408,НИШ,2018-04-29,0,0,0,0,16,0,0,0,0,0,36,18,57,8,21,108,0,171,28,20,96,3,33,0,0,3,15.118181818181819,201.74285714285713,11.339473684210526,1014.4820512820513
17409,НИШ,2018-04-30,0,0,0,0,0,0,3,0,0,0,21,3,0,0,10,13,0,31,21,0,13,0,5,0,0,0,15.342222222222222,144.875,9.810526315789474,1013.6486486486486
17410,НИШ,2018-05-01,0,0,0,0,5,0,10,0,0,0,31,23,34,3,13,20,0,124,26,28,7,0,18,0,0,3,16.49318181818182,150.6060606060606,10.582051282051282,1012.5179487179487
17411,НИШ,2018-05-02,0,0,0,0,15,0,0,0,0,0,15,18,65,7,21,153,0,111,134,18,41,3,13,0,0,0,17.286046511627905,144.69444444444446,11.42051282051282,1011.1567567567569
17412,НИШ,2018-05-03,0,0,0,0,10,0,3,0,0,0,18,0,8,5,8,31,0,36,34,10,13,2,41,0,0,0,15.686046511627907,197.78125,11.18611111111111,1013.4088235294118
17413,НИШ,2018-05-04,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,21,0,39,28,8,5,3,10,0,0,0,15.415555555555557,166.28125,8.484210526315788,1013.8948717948718
17414,НИШ,2018-05-05,0,0,0,0,5,0,0,0,0,0,0,3,5,0,10,49,0,31,111,10,28,5,13,0,0,0,16.326666666666668,169.62857142857143,8.65,1012.6358974358975
17415,НИШ,2018-05-06,0,0,0,0,5,0,5,0,0,0,3,3,5,3,10,13,0,26,143,8,15,3,8,0,0,3,14.393333333333334,233.6875,10.928947368421053,1014.8108108108108
17416,НИШ,2018-05-07,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,14.922222222222222,219.3125,11.061538461538461,1015.0055555555555
17417,НИШ,2018-05-08,0,0,0,0,13,0,0,0,0,0,3,0,5,0,3,36,0,3,41,0,0,0,0,0,0,3,14.486666666666666,221.6060606060606,8.2575,1016.8125
17418,НИШ,2018-05-09,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,5,10,0,0,0,0,0,0,0,15.44888888888889,161.8125,8.381578947368421,1015.571794871795
17419,НИШ,2018-05-10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,5,47,0,0,0,5,0,0,3,16.635555555555555,169.8684210526316,10.287804878048782,1014.4487179487179
17420,НИШ,2018-05-11,0,0,0,0,16,0,0,0,0,0,3,0,3,0,13,18,0,5,44,0,0,0,0,0,0,5,18.764444444444443,165.63888888888889,9.3625,1013.6609756097561
17421,НИШ,2018-05-12,0,0,0,0,12,0,0,0,0,0,0,0,5,0,3,26,0,3,73,0,5,0,0,0,0,3,18.65111111111111,150.16666666666666,11.197560975609756,1011.729268292683
17422,НИШ,2018-05-13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,34,0,0,0,3,0,0,8,18.09777777777778,174.97142857142856,9.522499999999999,1011.7073170731708
17423,НИШ,2018-05-14,0,0,0,0,5,0,0,0,0,0,0,0,10,0,7,3,3,7,23,0,3,0,0,0,0,0,17.20888888888889,211.45454545454547,10.339473684210526,1012.0674999999999
17424,НИШ,2018-05-15,0,0,0,0,3,0,0,0,0,0,7,3,0,0,0,7,0,5,28,0,0,0,3,3,0,0,16.76,202.17142857142858,8.797560975609755,1013.2780487804879
17425,НИШ,2018-05-16,0,0,0,0,5,0,0,0,0,0,3,5,0,0,0,3,3,5,23,0,0,0,3,3,0,3,15.675,228.3939393939394,7.423076923076923,1016.155
17426,НИШ,2018-05-17,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,2,3,3,7,0,0,0,0,3,0,0,16.14090909090909,210.54545454545453,6.975,1015.0049999999999
17427,НИШ,2018-05-18,0,0,0,0,5,0,0,0,0,0,12,0,5,0,3,7,0,5,75,0,3,0,7,3,0,10,16.622222222222224,200.6060606060606,8.959999999999999,1016.4925
17428,НИШ,2018-05-19,0,0,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,13,25,0,0,3,5,3,0,21,17.286666666666665,188.41176470588235,6.919512195121951,1015.629268292683
17429,НИШ,2018-05-20,0,0,0,0,5,0,0,0,0,0,5,5,0,0,3,0,0,3,34,0,0,3,0,10,0,18,16.877777777777776,194.85294117647058,9.2775,1014.3552631578947
17430,НИШ,2018-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.35909090909091,232.38235294117646,10.492307692307692,1015.5350000000001
17431,НИШ,2018-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.009090909090908,199.54545454545453,10.34871794871795,1016.2135135135136
17432,НИШ,2018-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.795454545454547,175.97142857142856,9.223076923076922,1015.8473684210526
17433,НИШ,2018-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.555555555555557,195.33333333333334,8.57,1015.6439024390244
17434,НИШ,2018-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.735555555555557,192.15625,10.55,1015.3205128205128
17435,НИШ,2018-05-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.07777777777778,251.87878787878788,8.607692307692307,1019.0500000000001
17436,НИШ,2018-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.92666666666667,163.59375,7.715384615384615,1017.8625
17437,НИШ,2018-05-28,0,0,0,0,0,10,0,0,0,0,3,3,0,0,5,0,0,3,15,0,0,0,0,3,0,5,18.370454545454546,223.52941176470588,9.069230769230769,1016.3307692307693
17438,НИШ,2018-05-29,0,0,0,0,0,0,0,0,0,0,36,0,0,0,10,0,0,5,25,0,0,0,0,28,0,23,18.25777777777778,205.94285714285715,9.1325,1015.2560975609756
17439,НИШ,2018-05-30,0,0,0,0,0,3,0,0,0,0,28,0,0,0,5,0,0,3,12,0,0,0,0,15,0,12,18.044444444444444,233.77142857142857,7.300000000000001,1015.9
17440,НИШ,2018-05-31,0,0,0,0,0,8,0,0,0,0,15,0,0,0,8,0,10,3,23,0,0,8,0,44,0,46,17.64090909090909,227.59375,7.560526315789474,1016.6184210526316
17441,НИШ,2018-06-01,0,0,0,0,0,8,0,0,0,0,38,3,0,0,0,0,5,0,44,0,0,3,0,62,0,54,18.435555555555556,249.36666666666667,7.056756756756758,1015.9358974358975
17442,НИШ,2018-06-02,0,0,0,0,0,8,0,0,0,0,10,0,0,0,3,8,8,0,23,0,0,5,0,82,0,64,18.854545454545455,235.1875,6.831578947368421,1015.865
17443,НИШ,2018-06-03,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,18,0,0,3,0,57,0,62,19.193333333333335,226.625,6.671794871794871,1015.2853658536585
17444,НИШ,2018-06-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,3,20.646511627906975,203.96969696969697,8.089473684210526,1014.0410256410256
17445,НИШ,2018-06-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,5,21.304651162790698,147.6969696969697,8.163157894736841,1012.5684210526315
17446,НИШ,2018-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,8,0,18,21.226666666666667,149.29032258064515,7.654054054054054,1012.97
17447,НИШ,2018-06-07,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,18,0,0,0,0,8,0,36,21.895454545454545,129.97058823529412,8.675,1014.5526315789474
17448,НИШ,2018-06-08,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,25,0,0,0,0,5,0,18,21.72888888888889,194.71428571428572,9.942499999999999,1013.8243902439025
17449,НИШ,2018-06-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,3,0,20,0,19,21.24772727272727,182.25806451612902,8.026315789473685,1012.5641025641025
17450,НИШ,2018-06-10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,13,0,0,3,0,10,0,62,21.135555555555555,190.33333333333334,6.776923076923077,1012.2682926829268
17451,НИШ,2018-06-11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,3,0,44,20.71590909090909,197.78125,7.239473684210527,1012.9076923076924
17452,НИШ,2018-06-12,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,5,0,47,21.820454545454545,204.65625,7.307894736842105,1012.1842105263158
17453,НИШ,2018-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,3,0,49,22.079545454545453,222.31428571428572,9.0125,1010.9125
17454,НИШ,2018-06-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,13,0,15,20.895555555555553,294.24242424242425,9.251282051282052,1012.3325000000001
17455,НИШ,2018-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,8,0,39,20.318181818181817,247.05555555555554,7.305,1013.4174999999999
17456,НИШ,2018-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,10,0,0,2,0,0,0,28,21.993333333333336,189.47058823529412,7.497560975609756,1013.1853658536585
17457,НИШ,2018-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,31,21.65111111111111,218.37142857142857,9.080487804878048,1013.985
17458,НИШ,2018-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,0,8,21.013333333333335,212.84375,7.666666666666667,1015.2450000000001
17459,НИШ,2018-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,8,0,17,22.030232558139534,174.83870967741936,7.24054054054054,1015.2538461538462
17460,НИШ,2018-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,23,0,0,0,0,3,0,44,23.033333333333335,169.125,7.5948717948717945,1014.2815789473683
17461,НИШ,2018-06-21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,60,23.25,195.3125,7.57948717948718,1013.2717948717948
17462,НИШ,2018-06-22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,31,0,0,0,0,4,0,37,23.11333333333333,211.12121212121212,8.105,1013.5146341463415
17463,НИШ,2018-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,0,0,0,0,0,0,45,22.686666666666667,236.12121212121212,9.335897435897436,1015.0975609756098
17464,НИШ,2018-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,67,23.215555555555557,198.84848484848484,6.8375,1016.6274999999999
17465,НИШ,2018-06-25,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,18,0,0,0,0,3,0,41,23.702222222222222,151.93939393939394,7.01,1016.2950000000001
17466,НИШ,2018-06-26,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,0,0,0,3,0,21,23.65909090909091,206.2,8.625641025641025,1016.3774999999999
17467,НИШ,2018-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,23.824444444444442,192.76470588235293,8.2975,1015.0024390243902
17468,НИШ,2018-06-28,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,28,23.58666666666667,195.61111111111111,9.049999999999999,1013.5536585365853
17469,НИШ,2018-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,24.41395348837209,180.15151515151516,9.642105263157895,1012.0899999999999
17470,НИШ,2018-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,34,25.20232558139535,200.87878787878788,8.697435897435897,1012.6615384615385
17471,НИШ,2018-07-01,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,5,0,26,24.604545454545452,188.56666666666666,6.986486486486487,1013.5342105263159
17472,НИШ,2018-07-02,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,15,0,0,0,0,0,0,114,24.15,247.8235294117647,8.525,1014.0666666666666
17473,НИШ,2018-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,5,0,124,23.53777777777778,236.93939393939394,8.7875,1014.5121951219512
17474,НИШ,2018-07-04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,88,23.288888888888888,239.91176470588235,7.534999999999999,1015.739024390244
17475,НИШ,2018-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,80,23.628888888888888,218.21212121212122,6.815,1014.2341463414634
17476,НИШ,2018-07-06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,81,23.91395348837209,237.16666666666666,7.3945945945945954,1013.4078947368421
17477,НИШ,2018-07-07,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,127,22.788636363636364,244.4857142857143,8.6175,1014.2410256410257
17478,НИШ,2018-07-08,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,5,0,181,22.28409090909091,236.72727272727272,7.828947368421052,1016.2575
17479,НИШ,2018-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,88,22.40222222222222,176.94117647058823,9.107317073170732,1016.109756097561
17480,НИШ,2018-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,10,22.70888888888889,203.1818181818182,8.5375,1014.9121951219513
17481,НИШ,2018-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,47,23.57777777777778,168.58333333333334,9.636585365853659,1014.370731707317
17482,НИШ,2018-07-12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,106,22.42325581395349,241.91666666666666,8.833333333333334,1016.0410256410256
17483,НИШ,2018-07-13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,23,0,0,0,0,0,0,145,22.99772727272727,197.03030303030303,9.73157894736842,1015.4973684210527
17484,НИШ,2018-07-14,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,2,0,168,22.96222222222222,216.47222222222223,10.478048780487805,1013.7512820512821
17485,НИШ,2018-07-15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,428,22.479545454545455,250.75,8.907692307692306,1012.9131578947367
17486,НИШ,2018-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,18,21.36888888888889,221.31428571428572,7.62,1013.3399999999999
17487,НИШ,2018-07-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,20.455813953488374,250.72727272727272,8.59736842105263,1014.3972972972972
17488,НИШ,2018-07-18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20.986363636363635,250.58823529411765,7.705263157894737,1014.4153846153846
17489,НИШ,2018-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21.45777777777778,201.13333333333333,6.940540540540541,1014.93
17490,НИШ,2018-07-20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,26,0,0,0,0,0,0,72,23.182222222222222,216.36363636363637,7.0736842105263165,1015.4666666666666
17491,НИШ,2018-07-21,0,0,8,15,0,0,0,0,3,0,0,0,0,0,0,0,10,0,21,0,0,2,0,3,0,91,24.353333333333335,227.54545454545453,6.955,1016.4048780487805
17492,НИШ,2018-07-22,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,18,24.666666666666668,221.34375,6.751282051282051,1016.009756097561
17493,НИШ,2018-07-23,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,0,0,3,0,0,0,16,24.544444444444444,188.6875,6.413157894736842,1014.1902439024391
17494,НИШ,2018-07-24,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,20,24.675,209.5,7.975609756097561,1013.0341463414635
17495,НИШ,2018-07-25,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,0,0,0,0,0,0,40,23.784444444444443,206.27272727272728,9.34871794871795,1012.3243902439025
17496,НИШ,2018-07-26,0,0,4,12,0,0,0,0,3,0,0,0,0,0,0,1,10,0,25,0,0,4,0,0,0,32,24.05454545454546,192.15625,7.981578947368422,1012.181081081081
17497,НИШ,2018-07-27,0,0,10,8,0,0,0,0,4,0,0,0,0,0,0,0,5,0,32,0,0,3,0,0,0,182,24.511904761904763,213.9,7.7628571428571425,1012.772972972973
17498,НИШ,2018-07-28,0,0,2,6,0,0,0,0,3,0,0,0,0,0,0,0,3,0,36,0,0,3,0,0,0,140,24.755555555555556,182.21212121212122,7.743589743589744,1012.1048780487805
17499,НИШ,2018-07-29,0,0,3,6,0,0,0,0,2,0,0,0,0,0,0,0,4,0,34,0,0,2,0,0,0,154,24.784444444444443,175.8125,6.928947368421053,1012.5225
17500,НИШ,2018-07-30,0,0,5,10,0,0,0,0,4,0,0,0,0,0,0,0,3,0,21,0,0,3,0,0,0,65,25.28409090909091,206.76666666666668,6.794444444444444,1012.775
17501,НИШ,2018-07-31,0,0,3,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,12,0,0,2,0,0,0,42,25.624444444444443,284.1666666666667,7.340540540540541,1012.9682926829267
17502,НИШ,2018-08-01,0,0,1,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,12,0,0,1,0,0,0,26,25.279999999999998,236.84848484848484,8.953846153846154,1013.0333333333334
17503,НИШ,2018-08-02,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,18,24.060000000000002,196.77142857142857,7.972499999999999,1014.1926829268293
17504,НИШ,2018-08-03,0,0,2,5,0,1,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,2,0,0,0,47,24.002272727272725,163.61764705882354,7.756410256410256,1013.8549999999999
17505,НИШ,2018-08-04,0,0,2,8,0,2,0,0,2,0,0,0,0,0,0,0,1,0,16,0,0,2,0,0,0,62,24.833333333333332,165.5625,8.307894736842105,1013.6899999999999
17506,НИШ,2018-08-05,0,0,1,6,0,1,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,48,24.54888888888889,168.1818181818182,7.846153846153846,1012.8307692307693
17507,НИШ,2018-08-06,0,0,6,10,0,4,0,0,12,0,0,0,0,0,0,0,2,0,14,0,0,2,0,0,0,140,24.34888888888889,228.6969696969697,8.095,1013.4525
17508,НИШ,2018-08-07,0,0,10,8,0,1,0,0,10,0,0,0,0,0,0,0,3,0,11,0,0,1,0,0,0,90,24.14,184.85294117647058,8.877500000000001,1015.0317073170733
17509,НИШ,2018-08-08,0,0,4,7,0,1,0,0,6,0,0,0,0,0,0,0,1,0,7,0,0,1,0,0,0,65,24.886046511627907,129.28125,8.081578947368422,1015.725
17510,НИШ,2018-08-09,0,0,2,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,42,25.74090909090909,203.96774193548387,8.955555555555556,1016.3774999999999
17511,НИШ,2018-08-10,0,0,2,11,0,3,0,0,2,0,0,0,0,0,0,0,1,0,7,0,0,1,0,0,0,47,25.764444444444447,190.8,8.771794871794873,1016.3700000000001
17512,НИШ,2018-08-11,0,0,6,10,0,2,0,0,4,0,0,0,0,0,0,0,2,0,11,0,0,2,0,0,0,72,24.975,189.74285714285713,8.531578947368422,1016.2820512820513
